attendance,study_hours,internal_marks,assignments_submitted,activities_participated,outcome
34.6,4.7,48.4,1,5,Fail
68.4,4.9,93.2,7,4,Pass
77.0,1.4,75.3,4,5,Fail
77.5,1.2,73.4,10,1,Fail
81.5,3.7,67.0,2,3,Pass
90.5,2.0,28.4,0,0,Fail
62.5,0.6,94.9,10,1,Fail
79.8,4.9,72.1,6,4,Pass
71.4,1.6,99.6,10,0,Pass
39.0,5.1,65.3,2,3,Pass
26.9,4.1,78.3,6,4,Pass
46.3,4.3,29.2,1,3,Fail
58.2,1.5,72.4,3,5,Fail
71.3,1.7,82.3,1,1,Fail
88.7,3.1,83.4,3,3,Pass
39.7,1.4,82.8,4,4,Fail
34.4,2.0,42.0,7,1,Fail
97.3,2.1,98.2,1,4,Pass
33.1,1.3,99.6,9,4,Pass
60.9,1.5,30.7,2,0,Fail
68.9,4.4,95.2,9,2,Pass
65.6,1.3,46.7,4,3,Fail
31.5,0.6,76.7,10,3,Fail
29.3,3.6,50.4,8,0,Fail
32.9,5.4,97.6,9,5,Pass
68.9,2.2,32.6,10,3,Fail
65.8,1.1,62.3,4,0,Fail
42.5,3.4,57.1,8,3,Pass
72.8,5.0,49.5,3,3,Pass
86.5,4.4,73.4,9,4,Pass
28.1,3.6,34.8,4,0,Fail
62.4,2.1,78.7,8,5,Pass
76.7,3.2,98.5,3,3,Pass
43.9,1.0,85.3,4,5,Fail
48.1,3.9,89.5,4,2,Pass
71.0,4.1,52.0,3,0,Fail
92.3,5.3,49.4,3,0,Pass
85.7,1.8,63.8,10,0,Pass
68.7,0.6,28.4,4,4,Fail
79.8,3.2,95.9,5,0,Pass
52.4,4.0,35.8,6,4,Pass
73.1,4.5,92.7,5,2,Pass
60.0,1.5,31.3,0,1,Fail
39.2,1.8,86.7,1,4,Fail
77.6,3.1,36.4,6,3,Fail
66.7,2.2,27.9,2,0,Fail
51.9,4.8,79.0,9,1,Pass
93.4,2.9,46.0,10,4,Pass
26.6,4.5,78.6,1,5,Pass
48.7,3.4,66.6,5,5,Pass
29.3,4.4,33.2,10,3,Pass
82.5,2.2,94.9,3,1,Fail
77.7,4.7,58.9,10,2,Pass
49.9,1.9,80.1,4,4,Fail
75.7,3.2,62.6,5,5,Pass
54.7,1.6,70.3,2,5,Fail
81.7,2.9,47.7,0,4,Fail
59.1,2.1,40.0,2,5,Fail
55.9,1.8,65.7,2,2,Fail
95.1,5.3,58.0,5,5,Pass
43.8,1.3,54.3,3,4,Fail
34.0,4.4,75.4,6,0,Pass
68.8,5.4,76.8,10,5,Pass
97.7,0.6,28.4,1,4,Fail
53.3,4.0,50.4,3,0,Fail
29.7,1.8,55.9,7,5,Fail
50.4,0.7,32.3,10,5,Fail
62.9,2.5,42.7,5,4,Fail
37.1,5.2,28.9,9,3,Pass
74.4,0.6,99.7,2,3,Fail
99.8,3.4,80.2,9,1,Pass
58.9,3.0,31.6,1,3,Fail
51.6,4.9,26.5,2,2,Fail
55.1,0.9,78.9,0,1,Fail
33.6,3.9,57.9,0,3,Fail
91.2,3.9,84.0,1,0,Pass
56.1,3.8,94.3,2,4,Pass
54.0,5.2,69.9,8,3,Pass
74.5,4.6,39.0,7,0,Pass
58.2,0.7,83.7,10,1,Fail
73.6,2.9,96.7,10,4,Pass
29.6,2.5,68.5,8,3,Fail
86.0,2.1,76.1,6,1,Fail
95.5,2.8,50.3,6,3,Pass
73.7,2.4,53.6,4,1,Fail
96.6,2.7,80.1,6,3,Pass
36.4,5.4,94.6,3,0,Pass
60.8,0.9,72.2,4,2,Fail
70.1,5.1,84.2,0,0,Pass
68.6,2.9,37.9,10,4,Pass
55.1,3.6,40.9,3,3,Fail
50.4,4.7,64.9,2,2,Pass
34.5,2.3,38.2,1,2,Fail
54.4,2.7,72.6,1,4,Fail
37.2,2.5,46.9,7,4,Fail
80.1,2.4,84.4,0,2,Fail
40.7,5.1,85.6,7,4,Pass
29.4,4.6,59.8,8,4,Pass
66.4,1.0,38.6,5,3,Fail
69.6,1.0,73.5,0,0,Fail
90.4,2.6,99.5,9,5,Pass
68.3,1.0,71.7,6,1,Fail
50.9,3.6,27.7,4,2,Fail
85.2,1.2,26.3,8,1,Fail
65.5,3.1,49.0,6,2,Fail
30.9,0.5,39.7,4,2,Fail
67.4,2.1,86.0,1,0,Fail
93.1,3.9,88.4,3,2,Pass
54.7,2.9,44.4,1,2,Fail
47.2,5.4,49.4,8,0,Pass
35.8,4.9,42.7,1,4,Fail
36.4,2.3,93.1,1,5,Fail
57.5,0.7,62.7,1,1,Fail
69.7,4.7,74.2,0,2,Pass
31.0,5.1,56.2,8,0,Pass
95.5,4.6,72.3,7,2,Pass
81.6,1.1,53.9,1,0,Fail
69.0,5.5,50.5,1,1,Pass
87.1,1.8,72.6,4,3,Fail
31.0,4.1,69.3,3,4,Pass
60.8,5.0,47.0,1,3,Fail
72.3,1.7,36.2,7,0,Fail
87.1,5.0,52.6,7,2,Pass
83.8,2.0,56.1,3,4,Fail
45.8,5.4,72.2,3,1,Pass
95.6,1.9,93.6,8,5,Pass
34.3,5.3,27.7,3,4,Fail
90.6,0.8,43.3,9,2,Fail
97.8,4.0,39.5,10,3,Pass
38.3,3.2,62.7,8,0,Fail
79.2,2.9,57.2,2,3,Fail
28.0,1.6,79.7,1,4,Fail
55.4,4.0,43.2,10,5,Pass
63.7,1.5,69.6,7,2,Fail
68.5,3.3,91.3,2,0,Fail
95.2,1.8,93.3,1,2,Fail
75.4,5.3,96.9,10,2,Pass
61.1,0.6,83.0,7,5,Fail
85.7,1.5,92.9,7,4,Pass
96.3,1.7,42.6,4,3,Fail
26.7,2.6,39.8,8,2,Fail
98.7,1.7,25.5,10,2,Fail
31.5,3.0,78.0,5,2,Fail
86.1,4.9,95.3,4,0,Pass
46.0,4.1,39.0,2,2,Fail
34.9,3.4,72.8,6,2,Pass
58.0,0.9,81.0,8,4,Fail
73.3,4.0,94.6,3,2,Pass
53.6,1.3,73.5,10,5,Pass
29.1,4.4,97.8,6,5,Pass
70.0,1.8,50.9,2,2,Fail
92.7,2.6,51.2,10,5,Pass
53.7,2.3,65.7,1,4,Fail
41.2,4.8,53.8,10,0,Pass
58.2,1.1,25.1,0,5,Fail
28.6,3.3,79.9,5,5,Pass
86.5,1.2,81.4,4,3,Fail
87.0,4.0,81.0,1,4,Pass
69.1,5.0,50.9,2,5,Pass
51.5,2.7,64.2,8,0,Fail
85.0,2.9,52.0,2,3,Fail
66.6,5.1,26.2,6,2,Pass
86.9,3.1,67.2,0,4,Fail
72.4,2.9,34.3,6,5,Fail
83.8,3.4,31.0,8,2,Pass
69.9,3.9,81.7,10,4,Pass
56.1,1.0,25.7,7,3,Fail
96.8,4.6,96.9,6,5,Pass
65.6,2.7,63.6,9,0,Pass
70.4,0.9,98.7,7,4,Pass
41.5,4.4,29.3,3,0,Fail
71.9,2.4,68.8,1,2,Fail
67.9,1.0,51.2,10,2,Fail
38.9,3.7,88.3,8,3,Pass
29.5,4.9,52.1,2,3,Fail
70.3,4.9,44.5,10,1,Pass
82.3,5.3,89.3,3,1,Pass
64.3,4.8,53.1,6,3,Pass
42.0,0.5,26.3,1,5,Fail
75.0,2.4,54.3,7,2,Fail
31.0,4.6,74.1,9,0,Pass
58.1,2.3,44.1,7,3,Fail
37.3,3.5,57.4,4,5,Fail
38.8,3.5,29.3,8,0,Fail
40.2,2.3,69.1,7,1,Fail
54.0,5.0,81.7,0,0,Pass
28.8,3.0,56.0,8,3,Fail
54.8,2.8,56.5,4,2,Fail
63.4,5.5,31.6,8,3,Pass
61.2,3.0,40.1,8,4,Fail
53.7,1.4,36.6,9,5,Fail
87.9,3.1,61.1,9,5,Pass
35.9,4.6,64.7,2,5,Pass
62.9,4.4,96.2,7,4,Pass
29.7,4.4,30.5,6,4,Fail
30.3,4.0,70.0,6,2,Pass
68.0,1.8,64.5,9,5,Pass
67.5,4.8,63.7,1,3,Pass
90.9,5.0,90.5,1,4,Pass
66.8,1.5,40.4,1,3,Fail
97.0,1.2,28.1,10,1,Fail
28.7,5.4,75.4,1,5,Pass
32.4,4.8,50.9,3,4,Pass
28.3,5.0,26.3,6,4,Fail
38.9,4.9,43.9,1,2,Fail
65.6,3.2,48.2,4,3,Fail
73.4,3.7,71.3,6,2,Pass
28.4,3.2,37.9,8,2,Fail
95.9,0.8,56.0,7,3,Fail
88.2,4.2,61.2,8,1,Pass
47.2,3.0,59.4,6,3,Fail
30.8,3.7,98.0,2,1,Fail
37.7,3.0,28.4,0,2,Fail
34.5,3.0,96.3,9,1,Pass
34.2,1.4,68.6,6,5,Fail
63.9,1.9,84.7,10,1,Pass
43.4,1.3,57.3,5,1,Fail
51.9,1.5,59.0,1,4,Fail
99.2,5.4,90.9,0,4,Pass
76.3,1.3,92.2,9,2,Pass
96.2,1.8,42.9,3,3,Fail
35.7,3.5,39.9,3,1,Fail
53.7,3.6,62.2,5,5,Pass
66.6,1.3,92.5,10,4,Pass
30.8,4.5,49.2,4,3,Fail
25.3,4.4,73.9,8,5,Pass
75.3,1.7,78.1,7,1,Fail
73.1,1.9,83.4,8,3,Pass
55.8,5.2,67.3,9,5,Pass
61.7,4.6,55.2,6,0,Pass
56.2,4.0,97.5,8,5,Pass
26.8,0.9,70.8,2,5,Fail
50.2,2.6,79.6,8,1,Pass
38.3,3.3,50.9,1,3,Fail
32.4,1.4,75.2,8,1,Fail
96.8,2.7,44.3,5,1,Fail
70.0,3.5,43.4,3,0,Fail
79.6,2.1,78.6,10,5,Pass
48.7,4.4,64.1,1,3,Fail
54.5,4.7,76.2,9,2,Pass
42.8,2.1,45.2,2,4,Fail
32.3,4.7,69.9,4,1,Pass
38.4,1.0,58.3,8,1,Fail
84.8,4.7,69.8,6,1,Pass
75.8,1.3,46.8,10,1,Fail
66.0,0.9,78.7,10,4,Pass
60.6,3.7,85.4,2,2,Pass
94.2,2.9,44.5,3,0,Fail
30.5,5.0,47.5,10,2,Pass
46.0,2.3,74.6,1,4,Fail
51.2,1.9,77.2,7,3,Fail
83.7,3.0,77.8,5,0,Pass
99.4,2.8,76.2,2,0,Fail
43.1,2.2,54.5,4,3,Fail
90.6,4.0,54.6,4,5,Pass
87.3,4.3,44.1,0,1,Fail
41.8,4.8,36.8,4,4,Fail
54.9,5.4,76.9,5,3,Pass
55.7,1.8,32.0,9,2,Fail
98.4,4.1,95.3,9,2,Pass
38.6,2.5,87.0,10,5,Pass
84.9,3.9,89.3,10,3,Pass
50.1,2.9,93.0,10,4,Pass
79.8,5.5,55.6,1,5,Pass
56.5,4.1,88.5,2,5,Pass
68.4,5.3,36.9,9,5,Pass
87.4,4.7,26.6,4,0,Fail
85.3,5.0,83.9,2,0,Pass
90.0,4.6,30.6,4,1,Pass
29.5,2.8,99.1,4,4,Pass
76.9,1.8,75.6,7,2,Fail
35.5,2.4,81.5,9,2,Pass
56.2,0.6,43.4,8,1,Fail
66.1,3.1,75.5,7,2,Pass
55.2,3.0,28.2,2,5,Fail
64.0,3.1,87.8,0,1,Fail
99.7,5.4,37.7,2,1,Pass
35.1,5.1,77.3,0,3,Pass
75.7,1.3,41.8,10,0,Fail
54.7,2.3,30.1,8,4,Fail
35.0,2.6,61.1,2,4,Fail
36.9,2.3,37.7,7,0,Fail
96.2,4.5,79.7,5,5,Pass
91.0,3.1,42.8,2,4,Fail
93.0,3.4,50.7,8,2,Pass
99.4,4.8,67.6,7,2,Pass
40.6,4.5,46.4,2,4,Fail
51.7,1.2,53.3,6,3,Fail
75.2,4.1,86.2,4,4,Pass
61.3,2.7,38.4,1,1,Fail
56.4,2.0,31.2,7,5,Fail
51.8,0.8,49.6,0,1,Fail
69.5,2.9,56.8,3,0,Fail
68.2,2.3,65.7,10,5,Pass
37.1,1.8,52.9,10,5,Fail
60.4,4.0,84.2,3,2,Pass
66.5,4.3,27.9,9,5,Pass
67.8,1.7,57.4,4,3,Fail
40.8,0.7,53.7,3,4,Fail
80.7,4.7,73.6,0,1,Pass
26.9,0.5,97.5,6,2,Fail
51.6,5.2,63.3,9,2,Pass
83.5,3.6,99.0,10,3,Pass
67.3,2.1,47.7,1,3,Fail
44.6,1.7,27.3,9,3,Fail
77.1,0.5,37.4,2,3,Fail
67.6,1.7,54.6,4,1,Fail
84.7,1.2,48.7,7,3,Fail
80.1,3.6,32.3,9,2,Pass
70.8,1.3,57.4,7,2,Fail
61.6,3.1,50.4,1,5,Fail
35.0,3.5,34.2,8,4,Fail
44.6,2.0,47.2,5,2,Fail
56.4,0.7,91.5,8,2,Fail
69.9,0.7,47.7,3,1,Fail
63.5,0.6,78.5,2,5,Fail
46.6,4.2,70.9,4,2,Pass
25.5,2.1,57.0,4,0,Fail
62.2,4.5,42.9,3,2,Fail
46.4,2.7,52.7,6,4,Fail
80.1,2.8,69.4,7,4,Pass
26.8,3.1,51.3,4,5,Fail
68.9,4.1,41.1,8,5,Pass
95.6,1.9,33.7,6,3,Fail
38.1,1.1,91.0,6,1,Fail
60.4,3.3,58.0,7,4,Pass
31.9,2.1,71.9,3,0,Fail
71.9,2.7,61.8,9,0,Pass
66.3,3.7,90.4,5,3,Pass
55.6,3.0,66.0,4,1,Fail
64.1,3.6,61.1,0,1,Fail
92.2,3.2,94.3,8,5,Pass
39.7,4.2,79.0,1,2,Fail
26.7,4.0,33.4,5,0,Fail
89.6,3.2,38.3,7,0,Fail
68.3,3.9,84.0,2,0,Pass
91.8,4.9,87.7,4,0,Pass
69.8,2.7,65.9,6,4,Pass
85.8,2.6,66.6,3,1,Fail
57.2,4.3,72.4,4,2,Pass
81.2,3.4,57.9,0,4,Fail
93.5,0.9,76.0,3,1,Fail
67.9,5.0,33.1,6,3,Pass
38.6,0.7,97.1,9,0,Fail
45.2,4.2,81.3,6,2,Pass
39.9,4.3,72.3,9,1,Pass
43.5,5.3,48.7,9,3,Pass
48.0,0.8,37.1,3,0,Fail
66.6,3.5,55.7,5,3,Pass
69.1,2.6,74.6,4,3,Fail
57.0,2.2,72.5,0,4,Fail
71.2,1.0,53.7,7,3,Fail
31.1,3.3,71.0,6,4,Pass
31.6,2.9,86.0,4,5,Fail
37.9,1.0,27.0,9,4,Fail
63.9,3.6,58.8,9,3,Pass
41.0,4.2,81.9,6,1,Pass
46.2,4.3,66.0,9,3,Pass
55.0,5.0,73.9,2,3,Pass
85.9,2.5,63.8,7,1,Pass
26.0,5.3,99.4,4,0,Pass
73.7,4.8,29.1,1,2,Fail
75.2,2.0,61.8,1,5,Fail
84.9,1.3,31.9,3,0,Fail
95.0,2.7,37.0,6,3,Fail
26.5,2.5,53.7,9,0,Fail
36.5,3.4,36.7,3,2,Fail
91.5,3.4,97.3,8,0,Pass
59.4,4.2,96.0,1,2,Pass
67.3,3.0,50.2,5,0,Fail
74.7,1.0,73.0,3,4,Fail
75.9,4.8,65.0,5,3,Pass
94.9,2.0,86.2,9,2,Pass
99.8,5.4,72.1,8,5,Pass
79.0,1.1,25.0,9,3,Fail
46.5,5.3,82.2,8,4,Pass
91.0,1.0,81.0,8,0,Fail
28.7,1.7,63.2,8,3,Fail
42.3,0.7,92.7,2,0,Fail
92.3,4.0,93.1,10,0,Pass
44.2,4.8,64.3,8,3,Pass
41.5,2.7,70.6,2,2,Fail
35.4,5.1,99.7,9,2,Pass
89.4,3.5,47.4,2,3,Fail
62.5,3.7,49.3,4,2,Fail
75.6,4.7,38.7,5,1,Pass
42.9,2.0,92.2,8,0,Fail
81.9,2.3,80.8,0,3,Fail
82.0,5.0,32.9,7,5,Pass
48.4,5.0,98.6,3,4,Pass
55.8,5.4,79.8,9,3,Pass
40.7,5.0,88.8,6,3,Pass
98.2,1.1,28.6,5,0,Fail
73.4,4.6,62.9,5,4,Pass
95.1,2.5,77.4,6,0,Pass
47.8,5.5,65.7,3,5,Pass
83.6,2.9,75.0,5,2,Pass
82.4,3.3,86.3,2,3,Pass
76.9,3.1,53.1,4,0,Fail
97.4,2.1,88.7,1,5,Pass
54.5,0.9,37.2,2,5,Fail
34.8,5.0,45.3,8,1,Pass
75.4,4.5,28.3,5,3,Pass
79.7,1.2,52.3,2,5,Fail
68.1,4.4,53.5,1,2,Fail
40.5,3.6,85.4,4,0,Fail
62.8,2.5,74.0,9,0,Pass
48.4,1.8,57.8,4,1,Fail
57.1,4.8,73.9,0,2,Pass
73.4,4.0,29.0,2,5,Fail
80.9,3.2,38.5,6,1,Fail
42.4,3.5,72.0,8,5,Pass
55.4,1.0,73.1,4,5,Fail
45.2,2.9,83.1,3,3,Fail
39.9,1.5,55.2,2,4,Fail
83.8,1.5,79.2,9,5,Pass
93.2,3.8,76.3,8,0,Pass
52.8,5.1,97.3,6,5,Pass
81.3,2.5,41.1,6,1,Fail
92.3,1.5,66.4,7,5,Pass
88.5,3.7,70.1,9,0,Pass
38.7,4.9,99.9,0,0,Pass
96.7,4.2,40.1,10,1,Pass
53.3,4.8,64.2,3,0,Pass
50.4,3.2,51.0,4,2,Fail
29.7,4.3,64.4,4,2,Fail
61.5,1.2,42.4,0,4,Fail
33.2,2.2,28.6,2,2,Fail
43.6,2.4,67.9,1,1,Fail
48.8,3.1,50.2,6,5,Fail
85.7,5.1,38.6,4,2,Pass
90.7,4.9,49.3,2,4,Pass
47.7,1.2,28.7,10,3,Fail
89.4,1.4,96.3,7,3,Pass
89.3,2.3,68.6,0,1,Fail
82.3,2.0,86.1,0,4,Fail
36.0,3.6,56.7,5,2,Fail
76.8,5.0,92.7,0,4,Pass
95.9,5.3,61.2,3,0,Pass
76.2,3.8,68.0,5,4,Pass
49.9,4.7,61.9,0,2,Fail
62.5,3.1,80.0,8,1,Pass
73.4,1.5,67.5,3,0,Fail
63.3,3.1,45.4,8,4,Pass
34.0,3.3,35.9,8,3,Fail
48.4,4.2,70.5,5,2,Pass
85.2,1.6,61.7,6,1,Fail
89.6,2.3,32.2,0,5,Fail
35.3,2.3,54.7,4,2,Fail
96.4,5.3,63.6,2,4,Pass
49.7,2.7,87.0,9,1,Pass
74.7,4.3,30.7,9,3,Pass
81.4,4.3,51.1,5,0,Pass
85.9,1.8,86.7,3,4,Fail
95.9,3.4,73.6,8,1,Pass
48.5,5.0,46.7,6,0,Pass
89.4,2.9,88.4,3,1,Pass
34.9,5.2,62.0,10,5,Pass
77.9,1.6,62.4,5,4,Fail
80.6,0.9,98.2,1,1,Fail
75.8,5.0,96.0,2,3,Pass
43.9,4.7,51.9,10,1,Pass
90.5,5.5,35.5,6,4,Pass
37.7,3.9,49.4,10,1,Pass
29.0,5.2,27.3,3,0,Fail
78.8,4.6,26.6,9,0,Pass
60.7,4.7,54.7,6,5,Pass
88.7,3.3,95.6,8,2,Pass
53.8,2.4,90.4,4,5,Pass
37.6,5.2,63.4,0,2,Fail
87.7,2.7,67.4,4,3,Fail
66.2,3.2,25.4,5,0,Fail
39.2,2.7,41.2,10,2,Fail
79.0,3.3,26.9,1,1,Fail
63.3,2.9,81.6,7,3,Pass
70.3,0.7,35.9,1,4,Fail
59.6,4.9,90.2,8,2,Pass
87.2,2.7,73.2,1,5,Fail
87.2,3.4,42.2,2,2,Fail
78.2,1.2,36.8,7,5,Fail
32.9,0.5,72.1,10,5,Fail
87.9,1.7,92.6,5,0,Fail
75.3,4.0,78.9,0,3,Pass
77.3,1.0,51.1,3,5,Fail
52.2,5.0,69.1,4,0,Pass
90.9,1.6,48.3,10,0,Fail
79.4,1.5,99.9,2,5,Fail
33.4,1.4,81.2,0,3,Fail
55.6,0.6,71.1,2,1,Fail
91.5,4.4,56.7,8,2,Pass
28.5,4.9,71.4,1,0,Fail
97.1,3.6,50.6,0,2,Fail
75.9,1.4,27.2,6,3,Fail
72.4,1.9,54.6,6,1,Fail
45.3,2.9,94.8,4,4,Pass
43.7,5.3,72.0,1,1,Pass
95.7,1.7,31.3,0,3,Fail
47.4,4.2,91.4,4,1,Pass
83.2,2.7,45.2,9,4,Pass
54.5,2.0,43.3,3,0,Fail
35.4,2.8,47.3,8,1,Fail
25.8,0.9,68.3,4,5,Fail
65.8,4.5,65.9,10,5,Pass
98.2,1.7,61.9,9,3,Pass
52.7,4.1,78.8,1,1,Fail
51.8,0.8,48.7,3,4,Fail
50.8,5.3,83.7,8,3,Pass
64.0,1.5,38.1,7,1,Fail
58.0,4.9,83.7,2,3,Pass
91.0,4.5,74.8,7,5,Pass
62.9,5.3,76.2,1,4,Pass
63.1,2.9,61.1,2,0,Fail
35.4,4.1,75.0,4,4,Pass
98.7,2.4,31.0,10,0,Fail
43.7,1.4,88.9,9,2,Fail
30.5,2.7,29.2,9,5,Fail
74.7,1.3,36.2,7,5,Fail
69.7,5.4,68.3,0,5,Pass
56.1,1.0,80.5,3,4,Fail
56.7,3.4,30.7,0,0,Fail
83.9,3.6,94.1,0,2,Pass
39.7,3.2,98.0,4,2,Pass
86.5,3.8,70.4,5,2,Pass
73.7,1.1,61.1,0,3,Fail
56.4,3.3,80.6,10,4,Pass
59.4,1.9,49.6,5,4,Fail
44.2,5.2,62.0,4,5,Pass
81.4,4.3,93.7,3,4,Pass
63.5,5.4,96.7,9,4,Pass
49.1,0.7,94.5,4,3,Fail
69.7,1.9,44.7,7,4,Fail
99.7,1.5,42.4,8,0,Fail
57.6,0.6,47.3,10,2,Fail
94.1,1.7,58.1,1,3,Fail
50.9,3.9,48.6,5,3,Fail
29.1,1.7,53.1,2,5,Fail
40.3,3.0,71.5,1,4,Fail
56.4,4.9,82.2,0,2,Pass
41.5,4.0,80.2,3,0,Fail
25.0,2.5,86.1,7,2,Fail
93.6,2.4,27.4,2,1,Fail
88.3,2.8,28.6,4,2,Fail
80.7,1.4,84.2,9,0,Pass
37.6,3.7,65.0,4,0,Fail
34.0,2.3,68.4,4,0,Fail
30.1,4.8,28.9,10,3,Pass
79.3,4.3,44.1,8,3,Pass
94.7,3.6,72.9,7,1,Pass
57.3,2.3,89.4,7,2,Pass
33.9,1.5,93.8,0,4,Fail
63.4,4.4,62.5,0,5,Pass
51.2,2.9,65.9,1,1,Fail
53.1,1.6,87.5,7,4,Pass
71.6,1.5,65.3,9,4,Pass
78.9,1.3,63.8,0,1,Fail
33.3,4.4,92.9,3,2,Pass
27.7,1.6,84.2,8,5,Fail
99.6,3.1,93.2,1,4,Pass
42.5,2.8,41.4,2,3,Fail
29.0,3.4,64.3,10,3,Pass
39.2,4.9,88.2,5,1,Pass
27.9,4.8,33.3,10,5,Pass
54.4,2.8,84.6,9,5,Pass
85.2,0.6,38.7,2,4,Fail
50.6,2.6,85.6,3,1,Fail
58.3,3.5,70.9,8,5,Pass
75.7,3.3,39.5,8,5,Pass
63.2,3.8,60.5,9,3,Pass
89.6,1.3,76.1,4,1,Fail
90.0,3.7,72.5,6,4,Pass
25.7,1.4,57.0,8,4,Fail
83.4,4.3,92.5,7,3,Pass
59.6,2.2,63.9,10,0,Fail
99.2,4.0,62.9,6,0,Pass
61.2,0.7,29.7,7,5,Fail
99.0,2.5,94.2,4,2,Pass
81.6,4.0,38.3,4,3,Pass
43.6,1.6,64.6,4,2,Fail
65.4,4.5,85.3,0,5,Pass
99.4,3.7,41.2,5,3,Pass
89.3,3.4,64.6,4,4,Pass
32.3,2.3,43.1,7,3,Fail
78.0,2.9,82.0,7,1,Pass
50.9,3.5,67.3,1,2,Fail
25.5,2.9,89.2,10,3,Pass
55.3,4.0,92.1,5,2,Pass
42.6,2.7,73.7,10,5,Pass
86.4,1.5,79.4,9,3,Pass
50.3,1.6,66.2,9,0,Fail
87.1,0.5,53.8,5,2,Fail
25.0,2.0,73.6,2,4,Fail
48.1,4.2,93.1,0,4,Pass
43.1,4.5,56.3,6,3,Pass
42.5,1.5,48.6,9,4,Fail
30.1,5.3,54.1,4,4,Pass
39.0,3.0,57.7,9,2,Pass
66.7,5.1,30.5,4,3,Pass
46.9,4.0,62.4,10,2,Pass
56.3,4.1,62.1,7,3,Pass
53.3,0.9,69.1,4,4,Fail
90.7,1.6,52.2,4,3,Fail
92.9,0.5,71.0,0,5,Fail
62.0,4.1,90.9,1,3,Pass
49.8,2.2,96.7,4,1,Fail
33.0,4.4,68.8,6,3,Pass
96.5,2.2,28.2,2,1,Fail
29.5,4.6,97.7,0,2,Pass
47.3,1.2,77.9,10,1,Fail
47.4,1.4,50.2,1,2,Fail
49.0,2.2,36.0,2,3,Fail
37.3,2.5,35.8,8,2,Fail
83.7,2.2,37.6,7,4,Fail
34.2,4.3,28.4,3,5,Fail
72.6,1.0,92.7,7,3,Fail
34.3,2.3,65.6,8,1,Fail
30.3,4.7,77.5,2,5,Pass
93.2,0.8,87.1,5,0,Fail
39.3,5.2,84.4,7,5,Pass
86.6,5.4,91.2,9,3,Pass
65.8,0.9,97.5,6,5,Fail
30.8,2.0,57.9,8,5,Fail
96.7,2.4,96.3,6,4,Pass
43.5,4.4,79.2,0,2,Fail
89.5,3.5,30.3,8,5,Pass
37.7,3.7,76.1,4,1,Fail
89.0,4.3,76.5,5,1,Pass
26.0,1.1,92.9,1,4,Fail
63.4,4.7,53.0,1,5,Pass
82.7,4.0,68.9,3,5,Pass
95.1,3.4,25.9,3,4,Fail
93.2,4.9,49.9,4,3,Pass
86.5,4.0,29.7,6,0,Fail
91.6,1.5,64.1,10,0,Pass
39.9,2.6,86.3,0,2,Fail
46.3,3.0,40.5,9,1,Fail
46.7,0.8,64.6,3,3,Fail
53.3,5.3,40.3,8,1,Pass
54.5,1.1,34.1,7,3,Fail
65.8,4.0,63.3,2,4,Pass
37.0,3.0,30.9,5,2,Fail
76.8,0.6,69.1,10,4,Fail
37.6,5.1,27.4,8,1,Pass
48.3,4.8,33.0,7,2,Pass
62.8,3.1,66.2,6,5,Pass
84.7,1.6,69.4,6,3,Fail
80.5,1.1,27.2,0,3,Fail
73.4,2.3,68.0,4,2,Fail
36.7,1.8,87.9,6,4,Fail
66.0,3.0,79.2,1,2,Fail
31.6,5.3,34.8,5,4,Pass
53.3,3.4,69.4,1,2,Fail
56.0,4.9,75.4,2,4,Pass
28.0,3.8,27.8,0,0,Fail
45.5,2.9,89.2,2,2,Fail
96.7,4.8,93.0,6,4,Pass
96.5,2.9,88.8,4,5,Pass
51.4,4.8,86.8,3,1,Pass
28.2,2.0,80.9,7,1,Fail
38.4,1.1,72.5,7,2,Fail
54.4,4.8,75.9,0,2,Pass
96.1,3.4,85.5,8,3,Pass
35.6,4.9,74.7,8,4,Pass
82.3,5.2,49.6,1,2,Pass
33.2,0.8,53.2,1,1,Fail
98.6,3.0,92.3,7,1,Pass
53.6,2.4,26.3,10,1,Fail
83.1,3.6,77.4,5,4,Pass
50.7,4.5,96.6,2,0,Pass
72.1,1.9,78.0,1,2,Fail
39.4,3.3,99.5,4,0,Pass
36.0,4.0,76.6,7,4,Pass
95.4,1.2,27.6,5,5,Fail
93.8,4.6,87.0,2,2,Pass
91.6,3.5,46.3,8,3,Pass
71.9,5.2,58.5,7,2,Pass
85.6,2.2,48.4,9,2,Pass
30.2,1.0,45.1,5,2,Fail
50.1,3.0,57.4,0,2,Fail
48.5,0.9,53.4,1,5,Fail
72.7,5.3,72.5,3,2,Pass
51.7,0.7,86.0,1,4,Fail
36.1,4.3,47.3,2,2,Fail
69.7,3.1,41.0,7,5,Pass
86.1,2.3,75.0,8,4,Pass
53.7,0.8,75.3,5,2,Fail
34.9,3.6,92.6,3,2,Pass
39.8,3.4,26.2,10,4,Fail
42.8,1.9,89.0,1,2,Fail
47.5,5.1,64.1,6,5,Pass
73.2,2.0,71.6,9,1,Pass
70.1,2.7,31.9,10,2,Fail
77.2,3.2,57.4,6,3,Pass
52.2,1.0,42.0,9,4,Fail
86.8,5.2,44.1,8,5,Pass
40.3,2.4,62.8,4,2,Fail
60.2,0.9,85.9,9,2,Fail
85.1,2.4,80.8,3,4,Pass
38.5,3.5,69.3,9,0,Pass
